video_id,title,channel,upload_date,description,views,likes,comments
89Yy-KumKR0,Dynastie le TIGRE    Dingue De Toi  Official video,Preine Muzik,2016-05-08T21:06:52Z,Dynastie le TIGRE    Dingue De Toi  Official video,517,3,0
AErf2vqmpwA,Best of Mr Leo | Music Camerounaise | Cameroon Music,Mr Leo ,2019-12-20T14:00:01Z,"Best of Mr Leo | Music Camerounaise | Cameroon Music
SUBSCRIBE: 
https://www.youtube.com/channel/UCGF17r6aD_v9e_z6Spo57wA?sub_confirmation=1

--
#MrLeo #CameroonMusic #JamaisJamais #JSuisDésolé #LoveOriginal #Femme #JeSuisMoiCommeÇa #Pray #Partout #CestFaux #JeTaime #MentaMusic",114185,1162,46
FB98zwy9JTQ,ESA  - Eyayé ( OLD MAKOSSA FROM CAMROON By DJBOCANDE),DJBOCANDE,2014-08-07T06:58:47Z,ESA - Eyayé. Le bon Makossa d antan,360016,2979,544
fT2UdY9w7vo,O si dimbéa,Grace Decca - Topic,2015-04-04T14:24:22Z,"Provided to YouTube by IDOL

O si dimbéa · Grace Décca · Ben Décca

Le duo Décca

℗ TJR Productions

Released on: 2009-01-01

Auto-generated by YouTube.",485713,2049,8
EPBmTklvMSI,2025 BEST MAKOSSA MIX |#dj #fy #237  Bible du Makossa Original Venyl-1970-80's,DJ MOLA INTERNATIONAL - PRO AUDIO-VISUAL ,2024-09-30T03:02:50Z,"Makossa BEST 2024|25 ORIGINAL MAKOSSA  RETRO VENYL-1980's-90's |✨️ Eyango,Konkai,Mainuna,Tom Yonce, Dibango 
MEILLEURS MAKOSSA 2025 | Old School Bible du Makossa Original
Les Black Styl- MAKOSSA | Venyl-1980's,  Ebanda Manfred  Nkotti Francois,  E.Kangue. ""La Bible du Makossa""...🇨🇲🏆✨️✈️🇨🇲🇺🇸🍾
FullClip:
https://youtu.be/jzL26faFiHM?si=Y-tgn_T9APPMPKQG",244695,1335,91
wfCZAZRlV30,LOCKO - DANS MON RÉ ( OFFICIAL VIDEO),Big Dreams Entertainment,2016-04-15T17:00:12Z,"Directed by Framzy Baby 
Dans mon ré is the 5th Track from the EP SKYZO released on January 1st.
The video has been shot between Abidjan and Assinie beach in Ivory coast .
In  this song Locko gives more his Rnb influence both in French and English.
Follow him on his pages:
Facebook: Locko official
Twitter: @lockofficial
Instagram: Lockofficial
Booking: bigdreamsent237@gmail.com",843301,7501,446
WsMwhD0SmHU,Kcee - Ojapiano (Official Video),KCEE,2023-06-21T11:08:14Z,"Kcee performing his monster hit ""Ojapiano"". 

Stream https://onerpm.link/kcee-ojapiano

Subscribe to the channel for more https://www.youtube.com/@iam_kcee

This is Kcee on Spotify https://spoti.fi/3DzbUdg
Kcee Essentials on Apple Music https://apple.co/3OfXBzx

Follow Kcee on:
https://www.facebook.com/officialkcee​
http://Twitter.com/iam_KCEE​
http://Instagram.com/iam_KCEE​
#kcee #ojapiano",34759216,225453,8058
oFooWDvaGMo,Charlotte Dipanda feat Tayc - Dis moi - (Paroles / Lyrics) Complet,Ebu Vibes,2025-08-02T08:33:37Z,"#charlottedipanda #dis #moi #tayc #newsingle

Mon magasin de vente de robes , produits beautés , accessoires et même de téléphone sur Facebook : Esthy Online Shop",522062,2609,95
olhs3aGwbbM,DYNASTIE LE TIGRE -COLONISER CLIP  OFFICIEL,Dynastie Le tigre ,2020-09-04T18:00:07Z,"après une longue période d absence marqué par la crise sanitaire COVID-19
le tigre est de retour avec son tout nouveau titre ""COLONISER""
une chanson dans laquelle il valorise l identité culturelle Africaine en général et celle Camerounaise en particulier...
merci de de liker, commenter et partager 
PAPA DYNASTIE est de retour.

Réalisation : FN Company 
Auteur- Compositeur : https://www.facebook.com/dynastieletigre/
Prod:    Abomezik - Tiger prod.
Mix - Mastering:       Gilbert Moudio
Mix version Disck-joker :     On The-Mix",145113,4736,354
nQJpPnaqDN0,ALVA - Areh (Official Video),Akumba Music,2025-04-01T16:00:11Z,"New Music Video
Performed by Alva
Directed by Mr Adrenaline
Styled by Brisse Style
Record label: Akumba Music
Location: Afrikan Tchops Ancien Route Bonaberi, Douala.

Alva - Areh (Official Audio)
The NEW QUEEN Alva will hits the ground running with her debut single under the record label Akumba Music. Stream Areh on all platforms using the following Link:

Apple Music
https://music.apple.com/us/album/areh-single/1791868091

Spotify
https://open.spotify.com/album/4fpXXH2dQ5gIO3BEOBQlT8

Boomplay
https://www.boomplay.com/albums/105346455?srModel=openapi_featurefm

YouTube
https://youtu.be/BWWEtWVNbxk

Follow Alva on All Social Media Platforms @Alvareine237

Lyrics
Areh 
Areh areh areh areh 
Areh
Wana wa rokundu
Mon coeur me fait something 
Je suis pour toi 

All that nyamakundu 
Personne ne peux tenter 
C’est toi est moi


Mon coeur t'a retrouve 
Je ne peux plus respirer 
sur toi que j'ai miser 
Je suis tombe 

Mon coeur t'a retrouve 
Je ne peux plus respirer 
sur toi que j'ai miser 
tomber tomber 

nchemty areh 
Areh
nchemty areh areh areh
Sakani
Sakani 
Ondoni 
Ondoni 
Wanawa mokundu  ayo oo

I know say for a man like you 
Achieved  and cute 
Tous les fille vont seulement bagarrer oo

Mais comme un homme 
Tu as choisi ton gout 
Et je suis ton gout 
Tous  les  filles vont seulement bagarrer oo

Mon coeur t'a retrouve 
Je ne peux plus respirer 
sur toi que j'ai miser 
Je suis tombe 

Mon coeur t'a retrouve 
Je ne peux plus respirer 
sur toi que j'ai miser 
tomber tomber 


nchemty areh 
Areh
nchemty areh 
Areh areh 
Areh areh
Sakani
Sakani 
Ondoni 
Ondoni 
Wanawa rokundu  ayo oo

#Alva #AkumbaMusic #Cameroon",592294,5399,443
gzIf8TS1O7w,#Musique #Cameroun #Benskin.       BÉBÉ WANDJA-  INSTRUMENTAL,GPSTV officiel,2021-07-10T12:19:00Z,,88470,487,16
kJFL30hJ1LI,Ndombolo 2016,This Thing Is Plural,2019-03-17T21:09:12Z,We do not own any this material. Copyright of all content is held by the individual artists and their record labels.,80,1,0
RqzjwEFT8D0,Daphne - Ndolo feat  Ben Decca,Twins2 Brothers TV,2016-06-22T17:06:52Z,"Daphne - Ndolo feat  Ben Decca
The Official Vidéo is coming soon",156480,845,38
5bieNGwNSNo,Ben Decca - Bito ba Cameroun,claudioz10,2012-09-19T04:06:17Z,Created with http://www.mp32tube.com,22729,59,6
xw1AFh_rVi4,"TENOR fait danser la Premiere Dame du Cameroun, Mme Chantal Biya (CANAL 2'OR)",TENOR officiel,2017-03-07T16:03:10Z,"Télechargez directement ici: https://bit.ly/doledab
Streamez partout : https://tenor.lnk.to/doledab
Abonne toi à la chaine des Tenor ici : http://bit.ly/TenorYouTube

Performance de l'artiste TENOR en direct à la Cérémonie de récompense Canal 2'Or Act 11. En présence de Mme Chantal Biya, Épouse du Chef de l'Etat Camerounais accompagné du Ministre de la Communication

Booking: +237 679 348 737 | +237 694 221 801 | taphisonline@gmail.com 

╚► merci d'avoir visionné
╚► N'oubliez pas de vous abonner pour suivre notre actualité sur :

Follow Tenor:
http://bit.ly/TenorDeezer
http://bit.ly/TenorSpotify
http://bit.ly/TenorApple

https://www.facebook.com/tenorofficiel237
https://www.twitter.com/tenor_officiel/
https://www.instagram.com/tenorofficiel237
https://www.snapchat.com/add/tenorofficiel237
https://tenorofficiel.com

Music : Jordan Eba'a
Mix & Mastering : Ekie Bozeur

(c) 2017 War Machine Music
Under exclusive Distribution : Easy Hits Recordz, a division of HMG",767764,6321,181
zTtppCUus-Q,Cameroon travel 🇨🇲🇨🇲 #amapiano #afrobeats #africa #tshwalabam  #travelvlog #shortvideo,Patty's Isle 2.0,2024-03-10T23:27:29Z,,1978,46,0
7B_GZ22zBsU,mix nouveautés  makossa 2023 by dj borel la menace tel 674734035,DJ Borel la menace officiel,2023-05-18T13:19:49Z,,97977,521,55
x4JWEapVdDo,la pépite de la drill camerounaise 🔥🔥🔥🔥 ça arrive ! ( drill c.m.r1 ),Flamengo officiel,2024-10-26T15:18:17Z,,53,4,0
j9qjC3M4iic,Top Live Ministration by Elizabeth Tekeh || Cameroon Gospel Music,CamGospel Music TV,2025-11-12T15:00:06Z,"""Experience the powerful live ministrations of Elizabeth Tekeh — one of Cameroon’s most anointed gospel artists. This collection showcases her spirit-filled performances that inspire worship, healing, and revival. Enjoy the presence of God through heartfelt praise and powerful gospel melodies.

#ElizabethTekeh #CameroonGospel #GospelMusic #PraiseAndWorship #AfricanGospel #LiveMinistration""",1271,12,1
_4NExUwEGPE,King LUCA Feat. TENOR - Au Sommet (Official Video),Akumba Music,2025-06-13T16:00:11Z,"Official Video of Au Sommet by King Luca Featuring @TENOR237  Directed by Chuzih. 
Music titled Au Sommet
Performed by King Luca 
Written and Composed by: King Luca, Tenor and Achu Normad
Produced by Rapnnem 
Vixens: BK Baptist, T Claude, Achu Normad, Elisha K, Yvan Youmbi,
Styled by NF Designs
Location: Krystal Palace Hotel - Douala Cameroon


Record Label: Akumba Music 

Lyrics 

Mais entre moi et la terre il n’y a pas d’amitié 
cars je ne reste qu’au sommet 
They want me to fall so badly 
Mais moi je rise to glory 
Pourquoi tu doutes tu vois comment 
les cieux ne font que briller 
They no fit to quench my fire oh oh oh 
They no fit to off this my shine 
On ne cache pas la lumiere du soleil 
Meme si tu parles je parle aussi 
Mes œuvres parlent plus fort ley 
Yelele yelele 
Yeh iyelele 
Il a parlé je suis nomé
Et moi je veux rester qu’au sommet 
Yeh iyelele il a parlé je suis nomé 
Et moi je veux rester qu’au sommet 


Alor moi je vais me battre 
Alor je ne lache pas non 
Ma force n’est pas odinaire 
Ma grace ne s’arrete pas non 
Fo mbi lah ley for bam ah 
bunri nyuy sevi mo ah 
À vén sa ku yuh mo à tara 
Mes œuvre parlent plus fort ley


#KingLuca #Tenor #AuSommet #cameroon",393227,6058,490
sZCxXLnrc0I,Daphne - Ndolo (Lyrics Video),Daphne,2024-09-10T14:25:53Z,,14056,114,7
oS0oC9K6zTo,Best Of Ben Decca  Slow  Vol 2 By Dj Manu Killer,Dj Manu Killer,2019-08-28T22:09:19Z,,361543,1408,73
fjLnHUrEjEY,TENOR x FALLY IPUPA - PALAIS DES SPORTS DE YAOUNDÉ,TENOR officiel,2022-12-24T06:05:06Z,,63470,1756,50
y3bQfOAsnY0,Guchi - Jennifer (Official video),Guchi,2021-02-16T10:47:51Z,"PG RECORDS ENTERTAINMENT Presents the video  for ''JENNIFER '' by Guchi, directed by GORILLA BOY

Sign up to Guchi's mailing list: https://forms.gle/SDH54s48zoq7RMSB6

Connect with Guchi
http://instagram.com/officialguchi
http://twitter.com/officialguchi
https://www.tiktok.com/@officialguchi
https://www.facebook.com/officialguchii",85747462,476831,11296
GhbsYXxcEw0,Stanley Enow - Adore You (Official Music Video) ft. Mr Eazi,StanleyEnowVEVO,2017-06-30T14:38:31Z,"Motherland Empire is back again with thrilling vibes as it releases it's very anticipated musical collaboration by African Music Sensation, StanleyEnow Feat Ghanian-Nigerian born artist, Mr. Eazi titled 'Adore You.'

ADORE YOU reveals that very affectionate and hidden side of STANLEY ENOW seen expressing his deep admiration for strong and independent women worldwide.
Women to them you are lucky charms to be treasured. That is why STANLEY ENOW and MR EAZI chose not go the easy way but made their though a reality through art-music.

The beat is produced by Nigerian hit maker, @SammyGyang and the visuals were shot in NYC

Yep ! Are these two still searching for soulmates? Let's find out with the music.
Adore You 🌺

Available Worldwide via:
http://smarturl.it/StanleyEnowAdoreU 

Follow Stanley Enow:
Facebook: https://www.facebook.com/StanleyEnowO...
Twitter: https://twitter.com/StanleyEnow
Instagram: https://www.instagram.com/stanleyenow

Digital distribution by Africori: http://www.africori.com

http://vevo.ly/F1CV63",827226,7501,591
ymXMEl9qUyY,Trace Cameroon - Daphne ft Koffi olomide.,TRACE CAMEROOM,2020-06-05T04:43:26Z,"Big things available for you all now. Enjoy the non stop africa music on Trace Cameroon. Daphne ft koffi olomide.  

https://youtu.be/Zk286lA82Tk",34,1,0
6oq-FARjOBA,Petit Pays - GAGNER GAGNER(Officiel HD),Turbines De Petit Pays,2011-12-01T11:55:06Z,"GAGNER GAGNER  in HQ featuring Stella Damasus(Nollywood star) and Samuel Eto'o
----------------------------------------------------------------------------------------
On a gagné, on a gagné, on a gagné éé oh oh
On a gagné, on a gagné, on a gagné éé iiiiii
(on y va tout le monde ! on y va tout le monde, les africains, les africains , tout le monde ! levez les mains ! levez les mains , tout le monde !)
On a gagné, on a gagné, on a gagnééé ooooh
On a gagné , on a gagné éé !
(Réveillez-vous !)
On a gagné, on a gagnééé
(Réveillez-vous les africains, les gens vous regardent ! les gens vous regardent !)
On a gagné, on a gagnééééé ooh ooh !

On a gagné, on a gagné, on a gagnééé ooooh
On a gagné, on a gagné, on a gagnééé ooooh
Gagner gagner ééééé, gagner gagner
(est-ce que ça va ?!)
Gagner gagner gagner gagner gagner gagner gagner
(est-ce que ça va ?!)
Gagner gagner gagner gagner gagner gagner gagner(levez les mains ! levez les mains tout le monde !on y va !)
On a gagné é ooh(reveillez-vous !)
Gagner gagner(reveillez-vous ! les Africains, les gens vous regardent !)
Gagner gagner
Ayéééé oooh, ayéééé ooh(tout le monde !) , ayéééé oooh(tout le monde !)
Ayé ooh, ayé oooh , ayé ooh
Ayéééé oooh(tout le monde ! tout le monde !), ayéééé ooh(tout le monde !), ayéééé oooh(tout le monde !)
Ayé ooh(tout le monde !), ayé oooh , ayé ooh
Ayé ooh, ayé oooh !( ah ouais , c'est ça !)
Yoyoyoyoyoyoyoyo oh oh, yo oh oh !
Yoyoyoyoyoyoyoyo oh oh, yo oh oh ! oh oh !(tous les pasteurs !, tous les pasteurs des églises !)
Yo oh oh oh oh ! yo oh oh! oh ho!
Yo oh oh oh oh ! yo oh oh! oh ho!(gagner, gagner gagner)
(on ya va!on y va!)

Yoyoyoyoyoyoyoyo oh oh, yo oh oh !(même les prêtres)
Yoyoyoyoyoyoyoyo oh oh, yo oh oh ! oh oh !
Yo oh oh oh oh ! yo oh oh! oh ho!
Yo oh oh oh oh ! yo oh oh! oh ho!
La Mama, Patience DABANY , la dame de cœur, notre Mama !!
Ali , Ben BONGO !!! L'espoir !
(même les infirmes !)
Ayéééé oooh(tout le monde, tout le monde !), ayéééé ooh , ayéééé oooh
Ayé ooh(on y va !), ayé oooh , ayé ooh
(André GIACOMONI, Tade)
(oka, Afrika wéma !debout ! debout !)
Ayéééé oooh, ayéééé ooh(levez les mains !levez les mains !) , ayéééé oooh(levez les mains !)
Ayé ooh(tout le monde !tout le monde !), ayé oooh , ayé ooh
(oka ! tout le monde !reveillez-vous les Africains !)
Yoyoyoyoyoyoyoyo oh oh, yo oh oh !
Yoyoyoyoyoyoyoyo oh oh, yo oh oh ! oh oh !( on a gagné ! on a gagné !)
Yo oh oh oh oh ! yo oh oh! oh ho!
Yo oh oh oh oh ! yo oh oh! oh ho!
(est-ce que ça va là-bas derrière ? levez les mains! Guillaume SARRA, le mignon! Reveillez-vous ! reveillez-vous ! reveillez-vous ! Dérouillez vos reins !)
Euh ! Mon frère jumeaux Samuel ETO'O Fils, le prince de Makhajkala à Anzhy bravo !

Yoyoyoyoyoyoyoyo oh oh, yo oh oh !
Yoyoyoyoyoyoyoyo oh oh, yo oh oh ! oh oh !
Yo oh oh oh oh ! yo oh oh! oh ho!
Yo oh oh oh oh ! yo oh oh! oh ho!
Le prince de Makhajkala, Eto'o Eto'o, Eto'o, Eto'o ! on est fier de toi !
(debout !debout !debout !debout !debout!debout!debout!debout!debout!debout!debout!debout! tout le monde debout! Jusqu'au matin! Jusqu'au matin ! jusqu'au matin !jusqu'au matin !)
Ayéééé oooh, ayéééé ooh(debout tout le monde !) , ayéééé oooh(tout le monde !)
Ayé ooh, ayé oooh , ayé ooh

(Reveillez-vous les africains les gens vous regardent !tout le monde debout ! même les infirmes !!!tout le monde)

Ayéééé oooh, ayééé oooh !
(on y va ! on y va ! en avant ! en avant ! ça se passe là-bas devant ! on y va ! 1 !2 !1 ! 1 !2 !)
Ayéééé oooh(on y va ! on y va !on y va !), ayéééé ooh(levez les mains ! levez les mains !) , ayéééé oooh(levez les mains tout le monde ! levez les mains tout le monde !on y va ! allez ! allez ! allez ! allez !allez !on y va !)
Ayé ooh, ayé oooh , ayé ooh

Yoyoyoyoyoyoyoyo oh oh, yo oh oh !
(Afrika !!!!wéma !)
Yoyoyoyoyoyoyoyo oh oh, yo oh oh ! oh oh !
(Mandéla, Mandéla éé)
Yo oh oh oh oh ! yo oh oh! oh ho!
Yo oh oh oh oh ! yo oh oh! oh ho!
(Mandéla, Mandéla éé, Mandéla, Mandéla ééé!)
(on a gagné ! on a gagné !)
Yoyoyoyoyoyoyoyo oh oh, yo oh oh !(Mandéla, Mandéla ééé)
L'homme n'est rien ! l'être humain n'est que vanité ! seul Dieu est grand, et le maitre des Temps !(Mandéla, Mandéla éé ! oka ! Mandéla, Mandéla !)
(debout ! debout ! debout !Afrika, wake up ! wake up ! Afrika, wake up ! wake up !wake up!Afrika!qui dit mieux? Qui dit mieux? Tout le monde ! suivez le guide !)
Ayéééé oooh(on te suit ! on te suit !on te suit !), ayéééé ooh(on y va !) , ayéééé oooh(ça c'est Petit-Pays Rabba Rabbi , Le grand maitre !iyèèèèèèè ! iyèèèèèèèè !iyèèè !)
Ayé ooh, ayé oooh , ayé ooh.

Signé Raymond Le Billard",1562452,3847,244
2V75bi9786k,Petit pays - Mulema,idrissawa,2012-01-13T17:07:47Z,"Album de 1993: Avant-goût(Melodie 08619-2)
1 Mulema 
2 Salamalekum 
3 Madiba 
4 Mumi (Instrumental) 
5 C'est bon 
6 Mumi 
7 Salamalekum (Instrumental)",750089,2427,205
5rSK88VmzIw,Ben Decca- Eweked'am,Kamer Diamond,2011-08-14T17:49:05Z,"Slow Douala-Cameroun
https://www.facebook.com/Kamer-Diamonds-101106325919802/?ref=page_internal",1305349,2358,207
gXEhIGmtGPk,ODJOCKA FM | Episode 6 | DJ CHOCO OFFICIEL 237 |🇨🇲 Ambiance Au Cameroun 🇨🇲 : Nouvelles tendances,Dj choco Officiel 237,2025-06-13T18:21:08Z,"Playlist Mbole 🇨🇲
Playlist Bikutsi 🇨🇲
Playlist Afrobeat 🇨🇲
Tendances Tiktok 🇨🇲
Trends du Moment Au Cameroun",356152,3054,117
JFrl_6nUVgw,Bloqué vibes! Warriors 🦅 Karina Palma #ndombolo #fallyipupa #afrobeat,MOTO DANCERS,2023-08-06T23:30:47Z,,2130,77,4
Ww3M7Q91tG0,Stanley Enow - Oh Yeah ft. Petit Pays (Official Music Video),Stanley Enow,2021-03-19T15:00:16Z,"Motherland Empire Presents Oh Yeah 
#StanleyEnow #OhYeah #Cameroun

► S'abonner à la chaine : http://bit.ly/33mp362
► Lien plateformes : https://bit.ly/3d2uoFt


Follow Stanley Enow :
Instagram : http://bit.ly/2NWs4mO​
Facebook : http://bit.ly/33sbKAN​
Twitter : http://bit.ly/2K330cV​

Digital distribution by Cantos Music : http://bit.ly/2spBCdk​
© Copyright: 2020 MotherlandEmpire / MCP
℗ Production: 2020 MotherlandEmpire / MCP",221167,7466,1044
3s5GtGcJ2Zk,Carvid Ti (KAYV) ft D’Slyk & Tahbax,Ghetto Voice Gang ENT 🇨🇲,2025-06-01T10:26:25Z,"Stream
https://distrokid.com/hyperfollow/carvidti/kayu-feat-dslyk--tahbax

Ghetto Voice Gang CEO, Carvid TI teams up street rappers D'slyk & Tahbax on the song ""Kayu"" to advocate against drug•abuse.

""Kayu"" is a popular drúg which has rendered many lives useless and at least 1 in every 3 Cameroonian families has a victim.

Follow Carvid TI on social media.

Tiktok: 
https://www.tiktok.com/@carvid_ti

Instagram: 
https://www.instagram.com/carvid_ti237

Facebook: 
hhttps://www.facebook.com/CarvidTi237

#carvidTI #Kayu #Dslyk #Tahbax #CameroonMusic
#drugabuse",147538,3083,395
H1lBkyLASX0,Blanche Bailly ft Mink's  - Mimbayeur,Blanche Bailly,2017-05-05T17:08:03Z,"Official music video for ''Mimbayeur"" performed by Blanche Bailly feat Mink's.


The end of these relationships are always sad and bitter.


Facebook: Blanche Bailly
Instagram /Twitter: @isblanchebailly
Email : blanchebookings@gmail.com
Management  :(+237) 6 81 13 07 48",16981261,75583,4327
FoqNArb9Cng,"🚨 [LIVE] C'comment du Vendredi 06/02/2026, Invitée : DAPHNE , Artiste Musicienne",Canal2 International,2026-02-07T05:49:55Z,"🚨 [LIVE] C'comment du Vendredi 06/02/2026, Invitée : DAPHNE , Artiste Musicienne 

#Canal2international,#ccomment 

Joue maintenant sur BetsCentral: https://tracking.betscentral.live/s/5HNT


TNT : n°1 | Canal+: 04 | www.canal2international.net
Téléchargez l'application ici : https://shorturl.at/fKOU2
Via 2Play: https://www.2play.cm
Via Starnews: https://bit.ly/Canal2_by_Starnews

Abonnez-vous https://goo.gl/hc9PXq pour ne rien rater
Un programme de Canal 2 International.


Découvrez nos playlists 
( ( ( ( Cliquez sur tous les liens ) ) ) 

INFO
https://goo.gl/GHBAJC
https://goo.gl/mRKRAU
https://goo.gl/XwdAEv
https://goo.gl/nrpUxb
https://goo.gl/bcme2M
https://goo.gl/tajemz 
https://goo.gl/9krKHR
https://goo.gl/DWQ3hb
https://goo.gl/93uJMH
https://goo.gl/EFs284
https://goo.gl/hVisc7
https://goo.gl/jxLVYM
https://goo.gl/tHCXDJ

DIVERTISSEMENT & SOCIETE
https://goo.gl/Hs8Rhu 
https://goo.gl/YDVPFk
https://goo.gl/B5Vrv4
https://goo.gl/7dPBSY
https://goo.gl/ciGK7P
https://goo.gl/eKoenX
https://goo.gl/WtZt7N 
https://goo.gl/jzns4k 


Toujours plus près de vous ... aussi sur les réseaux sociaux :
Twitter : @canal2inter
Facebook : https://www.facebook.com/Canal2International/
Skype : Canal2 skype
Whatsapp : +237 652 551 091",6114,99,3
sEVJcKkCX7E,TESTAMENT DE LOUANGE,Brebis retrouvées,2015-10-29T22:07:00Z,"Les brebis retrouvées sont une communauté chrétienne spécialisée pour partager l'évangile avec les enfants de la rue, les pauvres, les démunis, les veufs, veuves,femmes stériles, païens et personnes aux coeurs brisés , et ceci dans une neutralité absolue sans provocation, critiques, ni injures.
Les brebis retrouvées vivent dans une très grande solidarité, elles sont unies et l'entente est totale. Solidarité oblige. Une famille divisée ne peut pas prospérer ainsi qu'une ville divisée.
Nous remercions tous les enfants de Dieu qui nous soutiennent et qui aiment partager la parole de Dieu avec nous. Nous avons aussi plusieurs témoignages que nous partagerons avec vous.
A noter que les brebis résident en Europe",2347305,0,1403
sAuk8ghsXxc,STANLEY ENOW - VOILA (Official Audio),Stanley Enow,2025-12-12T17:00:06Z,,20144,766,166
U4oUS6DO7p0,Mr  Leo - Amen (Official Video),Mr Leo ,2019-05-27T15:00:08Z,"Click below to download audio on afromobiletv
http://afromobiletv.com/index.php/2019/05/25/mr-leo-amen-prod-big-joe-looney-tunes/


Producer: BigJoe Mix & Looney Tunes

Mastered: Akwandor

Video director: Dr. Nkeng Stephens

SUBSCRIBE: 
https://www.youtube.com/channel/UCGF17r6aD_v9e_z6Spo57wA?sub_confirmation=1

--
#MrLeo #CameroonMusic #JamaisJamais #JSuisDésolé #LoveOriginal #Femme #JeSuisMoiCommeÇa #Pray #Partout #CestFaux #JeTaime #MentaMusic",8314991,69441,4246
BNC0FUvKaPw,petit pays - ça va aller (class F&M),pyruvatebiotin,2009-06-19T13:27:14Z,"...""ça va allez"" par le turbo d'afrique, l'avocat défenseur des femmes, pour tous les amoureux du makossa love!",997755,3096,265
d_FQ8ijPt48,Dadju x Gims Complicité entre deux frères 🩸😂❤️✌🏽 #dadju #dadjudjuna16 #concertdadju #gims,dadjudjuna16,2023-07-12T11:51:06Z,#dadju #dadjudjuna16 #concertdadju #gims #princedadju #summertour #cullinan #dadjubobmarley #amamaway #didib,1739510,72180,421
Mtf5_VAtt50,Blanche Bailly - DIEU DONNÉ (Official Video),Blanche Bailly,2023-06-12T13:17:21Z,"Blanche Bailly - Dieu Donné (Official Video)
Stream my new album 'Authentik' : https://empawaafrica.lnk.to/Authentik

----------------------------------

Follow Blanche Bailly

Facebook: https://m.facebook.com/isblanchebailly/
Instagram: https://www.instagram.com/isblanchebailly
Twitter: https://www.twitter.com/isblanchebailly
Tiktok: https://www.tiktok.com/@isblanchebailly?is_from_webapp=1&sender_device=pc

----------------------------------

Lyrics: 


Intro
Oh lord have mercy 

Verse 1
Je n’ai pas volé 
(Volé)
Le talent, c’est Dieu qui m a donné!
(Donné)
Ils vont bavarder, déchirer mon nom 
Mais c’est Dieu qui est fort 
Ils me feront du mal, pour que je tombe 
Jamais !

Chorus 
C’est Dieu qui m’a donné (X 4)
Il m’a donné ça (X3)
(Ça ahhhh)
Il m’a donné ça 
Ça ahhh ahhhh

Verse 2 
Them want trowey sand sand inside ma garri 
I turn am to sugar sugar 
Je ne mourrais pas o
Je vivrais !
So Gloryyyy
(Glory)
Give you 
(Glory)
Gloryyyyy
(Glory)
Them say I’m not holy 
Gloryyyy
(Glory)
Papa i give you glory
Gloryyyyy
(Glory)
Them no know ma story 
Ahh , pickin for Kumba 
Don turn be na super star 
All man di wanda, how I do makam
(Ehen)
Pickin for Kumba, turn turn be na mega super star 
Mamie cam see ya pickin, see as all man di halla
Gloryyy 
(Glory)
Give you 
(Glory)
Gloryyyyy
(Glory)
Papa i give you glory 
Gloryyyy
(Glory)
Papa i give you glory 
Gloryyyy
(Glory)
Them no know ma story

Chorus 
C’est Dieu qui m’a donné (X4)
C’est lui qui m’a donné ça ahh ahhh
Ça ahhh ahhh
Ça ahh ahhh 
Ça ahhh ahh ahhh ahhh

Mamie Brigitte , Thank you
Mama Mimba, Merci 
Kodja Adora, God bless you
Bisous à tous mes fans 
C’est lui qui m’a donné ça !

Chorus 

C’est Dieu qui m’a donné (X 4)
Il m’a donné ça (X4)
(Ça ahhh ahhh)
Donné Ça ahh ahhh 
Il m’a donné Ça !!!


Meme prière que Blanche Bailly 
Haha hah",10953728,49396,1723
dg8M_NyS5KQ,"Cameroon Makossa Mix By DJ Konel Ft Petit paye, Jacky Kingue, sergeo polo, Longue Longue, Ben Deca",Ade Gaius Fon,2021-06-29T23:45:26Z,"I do not own the right Copyright to the songs played in this mixtape, just for promo..",79348,516,29
6l29Btg_gdM,TENOR - NGON EYA  ( hommage a DA'AK JANVIER ) Musique officiel,Afro Meditation,2023-10-16T17:56:10Z,"🎤 Ténor - NGON EYA (Hommage à Da'ak Janvier) 🌟

🔥 Découvrez le tout dernier titre de Ténor, une ode émotionnelle à la mémoire de Da'ak Janvier.

Ténor, l'une des stars montantes de la scène musicale camerounaise, rend un vibrant hommage à Da'ak Janvier, une figure incontournable de la culture camerounaise, avec son nouveau morceau ""NGON EYA"". Cette chanson puissante et émouvante explore les thèmes de l'amour, du respect et de l'admiration envers Da'ak Janvier, tout en mettant en avant le talent musical unique de Ténor.

🎶 Écoutez, partagez et vivez l'héritage musical et culturel de Da'ak Janvier à travers cette œuvre touchante.

#Ténor #NGONEYA #DaakJanvier #MusiqueCamerounaise #HommageMusical #cameroun #ekang",263089,2834,281
9bH1qNi5U1M,Gims offre de très bon souvenir à des fans #cherifdurap #rap #rapfrancais #gims #concert,cherif du rap,2025-07-26T11:40:42Z,,647466,7419,81
NwbDjf_atcc,MAGASCO Wule Bang Bang #musique  #camerounaise  #music #cameroon #dancemusic #magasco  #cameroontour,TIPTOPSTARS,2023-09-21T12:19:09Z,"Tiptopstars is an online magazine that promotes Cameroon’s sprouting talents in various domains such as film, music, TV, design, modeling, etc. It also features news, interviews, reviews, poetry, documentaries and more about Cameroon and Africa.
----------
www.tiptopstars.com
info@tiptopstars.com",117,4,0
